^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS111
!dataset_title = Steady-state temperature (y14)
!dataset_description = Samples collected from cells grown continuously at 15°C, 17°C, 21°C, 25°C, 29°C, 33°C and 36°C. Included as part of a detailed characterization of global expression programs triggered by stress.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 11102521
!dataset_platform = GPL54
!dataset_platform_organism = Saccharomyces cerevisiae
!dataset_platform_technology_type = spotted DNA/cDNA
!dataset_feature_count = 9216
!dataset_sample_organism = Saccharomyces cerevisiae
!dataset_sample_type = RNA
!dataset_channel_count = 2
!dataset_sample_count = 8
!dataset_value_type = log ratio
!dataset_reference_series = GSE18
!dataset_order = ordered
!dataset_update_date = Nov 03 2005
^SUBSET = GDS111_1
!subset_dataset_id = GDS111
!subset_description = 15°C
!subset_sample_id = GSM1041
!subset_type = temperature
^SUBSET = GDS111_2
!subset_dataset_id = GDS111
!subset_description = 17°C
!subset_sample_id = GSM1047
!subset_type = temperature
^SUBSET = GDS111_3
!subset_dataset_id = GDS111
!subset_description = 21°C
!subset_sample_id = GSM1042
!subset_type = temperature
^SUBSET = GDS111_4
!subset_dataset_id = GDS111
!subset_description = 25°C
!subset_sample_id = GSM1043
!subset_type = temperature
^SUBSET = GDS111_5
!subset_dataset_id = GDS111
!subset_description = 29°C
!subset_sample_id = GSM1044
!subset_type = temperature
^SUBSET = GDS111_6
!subset_dataset_id = GDS111
!subset_description = 33°C
!subset_sample_id = GSM1045
!subset_type = temperature
^SUBSET = GDS111_7
!subset_dataset_id = GDS111
!subset_description = 36°C
!subset_sample_id = GSM1046,GSM1055
!subset_type = temperature
^DATASET = GDS111
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM1041 = Value for GSM1041: steady state 15 dec C; src: pool; src: 15 deg C
#GSM1047 = Value for GSM1047: steady state 17 dec C; src: pool; src: 17 deg C
#GSM1042 = Value for GSM1042: steady state 21 dec C; src: pool; src: 21 deg C
#GSM1043 = Value for GSM1043: steady state 25 dec C; src: pool; src: 25 deg C
#GSM1044 = Value for GSM1044: steady state 29 dec C; src: pool; src: 29 deg C
#GSM1045 = Value for GSM1045: steady state 33 dec C; src: pool; src: 33 deg C
#GSM1046 = Value for GSM1046: steady state 36 dec C; src: pool; src: 36 deg C
#GSM1055 = Value for GSM1055: steady state 36 dec C: y14n095; src: pool; src: 36 deg C
!dataset_table_begin
ID_REF	IDENTIFIER	GSM1041	GSM1047	GSM1042	GSM1043	GSM1044	GSM1045	GSM1046	GSM1055
2921	GRX7	-0.245	0.305	-0.221	0.049	0.035	-0.108	-0.075	0.225
2922	YBR016W	0.181	0.17	-0.199	0.028	-0.292	-0.578	-0.498	0.229
2923	MMS4	-0.13	-0.143	-0.407	-0.132	-0.184	-0.322	-0.27	0.253
2924	EXO84	-0.235	-0.562	0.154	0	-0.079	0.422	-0.086	0.158
2925	YMC2	0.013	0.316	0.379	0.279	0.034	-0.349	-0.764	-0.252
2926	PHO88	0.234	0.711	0.296	0.374	0.246	0.091	-0.286	0.2
2927	AIM3	0	-0.57	-0.226	0.018	-0.164	0.45	-0.121	-0.339
2928	ALG1	0.421	0.432	0.19	0.262	-0.028	-0.131	-0.111	0.103
2929	MSI1	-0.165	0.092	0.053	0.04	0.057	0.261	0.059	0.062
2930	YBR197C	0.127	0.084	-0.086	0.169	0.034	0.016	0.068	0.327
2931	KTR4	-0.169	0.054	-0.355	0.273	-0.126	-0.261	-0.202	-0.254
2932	DER1	-0.046	0.275	-0.156	0.144	0.045	-0.103	-0.215	-0.169
2933	COS111	0.234	-0.156	-0.573	-0.374	-0.279	0.018	-0.141	0.305
2934	KTR3	0.025	0.109	0.197	0.221	0.195	0.149	-0.104	0.343
2935	CTP1	0.224	0.321	0.182	0.166	0.071	-0.315	-0.224	0.346
2936	VBA2	0.794	0.542	0.193	-0.066	-0.16	-0.184	-0.093	0.135
2937	PCA1	0.596	-0.007	-0.045	-0.366	-0.172	-0.357	-0.3	-0.198
2938	MAL33	0.719	0.419	-0.104	-0.49	-0.354	-0.501	-0.966	0.102
2939	MAL32	-0.57	-0.322	-0.543	-0.322	-0.405	-0.766	-0.379	-0.132
2940	PAU24	0.228	-0.119	-0.055	0.29	-0.009	0	-0.032	0.227
2941	YCR001W	-0.107	-0.7	-0.441	0	-0.515	-0.074	0.585	null
2942	MRPL32	0.136	0.684	0.223	0.232	-0.076	-0.419	-0.308	0.191
2943	CIT2	0.628	0.409	0.367	0.514	-0.242	-0.413	-0.431	-0.118
2944	YCR007C	-0.153	0.196	-0.51	-0.285	-0.174	-0.405	-0.053	-0.295
2945	RVS161	-0.737	-0.374	-1.379	0.276	-0.71	-0.17	-0.771	-0.465
2946	ADP1	0.251	-0.357	-0.231	-0.089	-0.159	0.621	-0.144	0.543
2947	OCA4	-0.146	0.029	0.166	0.45	-0.018	0.056	-0.263	0.406
2948	YCR097W-A	-0.515	0.129	-0.337	-0.043	-0.476	-0.737	-0.263	-2.366
2949	GIT1	0.956	-0.227	-0.696	-0.575	-0.621	-0.273	-0.225	0.102
2950	YCR100C	-0.371	-0.348	-0.495	-0.278	-0.405	0.087	-0.284	-0.105
2951	YCR102C	0.873	0.376	0.191	-0.178	-0.364	-0.77	-1.143	-0.84
2952	PAU3	-0.16	-0.241	-0.058	-0.394	-0.274	-0.343	-0.375	0.051
2953	YDL062W	-0.09	0.325	0.344	0.152	0.103	0.358	0	0.431
2954	UBC9	0.179	0.458	0.25	0.432	0.141	0.047	-0.11	0.339
2955	IDP1	0.314	-0.126	0.059	0.428	0.257	0.435	0.067	0.106
2956	YDL068W	-0.099	-0.08	-0.062	0.248	0.224	-0.251	-0.663	-0.167
2957	BDF2	0.298	0.192	0.052	0.331	-0.121	-0.18	-0.612	0.037
2958	YET3	0.859	0.731	-0.189	0.148	-0.127	-0.182	-0.091	0.499
2959	YDL158C	-0.192	0.086	-0.103	0.261	0.134	-0.198	-0.078	0.152
2960	DHH1	0.385	-0.108	0.14	0.152	-0.141	0.912	-0.286	0.114
2961	YDL162C	-1.054	-0.37	-0.585	-0.72	-0.374	-0.531	-0.708	-0.404
2962	CDC9	-0.035	-0.084	0.142	0.263	0.069	0.472	-0.355	0.254
2963	FAP7	-0.12	0.204	0.098	0.329	0.027	-0.244	-0.352	0.163
2964	SFA1	0.03	0.474	0.023	0.088	0.117	0.014	-0.028	0.599
2965	SOK1	-0.401	-0.303	-0.142	0	0	0.234	-0.229	-0.363
2966	YDR008C	-0.126	-0.3	-0.149	0.423	-0.199	0	0.184	0.27
2967	YDR010C	-0.436	-0.322	0.3	-0.074	-0.503	-0.248	-0.07	-0.036
2968	RPL4B	0.23	0.654	0.527	0.693	0.477	0.11	0.257	-0.109
2969	RAD61	-0.431	0.059	-0.507	0.284	-0.766	-0.138	-0.585	-0.279
2970	DAD1	-0.306	0.472	-0.763	0.1	-0.054	-0.122	-0.721	0.316
2971	YDR102C	-0.387	-0.43	-0.728	-0.634	-0.112	-0.111	-0.637	0.18
2972	SPO71	0.126	-0.597	-0.4	0.314	-0.064	-0.054	-0.241	-0.455
2973	ARP10	-0.558	0.077	-0.555	-0.441	-0.464	-0.67	-0.874	0.013
2974	TRS85	-0.178	-0.247	0.204	0.19	-0.027	0.168	-0.121	0.251
2975	FOB1	-0.033	-0.151	0.315	0.17	0.085	-0.028	0.068	-0.202
2976	YDR112W	0.385	0.306	0.516	0.164	-0.459	-0.726	-1.012	-0.415
2977	RKM2	0.075	0.073	0.242	0.148	0.152	-0.052	-0.199	-0.131
2978	VPS64	-0.143	-0.34	-0.117	-0.035	0.145	0.216	0.068	0.31
2979	RAV2	-0.181	0.092	-0.304	0.051	0.136	0.102	0.048	0.109
2980	COQ4	-0.284	-0.138	-0.588	-0.222	0.137	0.44	0.439	0.563
2981	EBS1	0.232	-0.445	0.171	0.354	0.03	0.517	-0.228	0.229
2982	MSS4	0.343	-0.455	-0.379	0.225	0	0.102	0.085	0.279
2983	DPL1	-0.105	-0.372	-0.355	0.188	0.216	0.446	0.27	0.553
2984	MHR1	-0.183	-0.435	-0.098	0.337	0.126	-0.038	0	0.075
2985	ATP5	0.425	0.644	-0.189	0.174	0.195	0.079	-0.15	0.495
2986	PRO1	-0.044	0.326	0.144	0.288	0.267	-0.023	-0.187	0.167
2987	GPI11	0.233	0.624	0.058	0.114	-0.012	-0.277	-0.067	0.298
2988	CPR5	-0.232	0.332	-0.138	0.417	0.144	0.147	0.144	0.481
2989	UBA2	0.104	0.078	-0.38	0.301	0	0.464	0.248	0.241
2990	SPT3	-0.034	0.035	-0.385	-0.078	0.061	-0.173	-0.372	0.196
2991	RPT3	0.176	0.287	0.069	0.262	0.011	-0.103	-0.302	-0.112
2992	YDR396W	-0.286	0.405	-0.116	0.302	0.37	-0.319	-0.584	-0.512
2993	UTP5	0.146	-0.149	0.307	0.596	-0.015	-0.132	-0.461	-0.036
2994	URH1	0.416	0.54	0.066	0.025	-0.087	0.004	-0.118	0.411
2995	VPS60	0.013	0.139	-0.146	0.4	0.14	0.015	-0.498	0.241
2996	PAC11	0.118	-0.473	0.06	0.292	0	0.22	-0.292	0.051
2997	PKH1	-0.032	-0.476	-0.005	0.128	0.006	0.103	0.062	0.428
2998	IZH1	0.599	0.917	0.509	0.201	-0.255	-0.613	-0.263	0.48
2999	RSM28	-0.182	0.143	0.227	0.038	-0.151	-0.258	-0.534	-0.366
3000	PUF6	0.207	0.093	0.407	0.433	-0.052	-0.455	-1.151	-0.501
3001	ANP1	0.382	0.071	0.025	0.461	0.018	0.112	0.341	0.306
3002	UTR4	0.175	0.636	0.129	0.489	0.039	-0.085	0.033	0.371
3003	UTR2	0.512	0.585	0.874	0.659	0.062	0.011	0.067	-0.014
3004	GDA1	-0.02	0	0.425	0.597	0.148	0.438	0.185	0.489
3005	IES6	0.395	0.662	0.316	0.251	0.14	-0.421	0.157	0.07
3006	GLY1	0.776	0.372	0.73	0.64	0.242	-0.251	-0.687	-0.242
3007	PIC2	1.095	0.81	-0.441	-0.449	-0.634	-0.291	0.009	0.41
3008	HIS1	0.217	-0.009	0.276	0.594	0.345	0.246	-0.512	-0.221
3009	FCY2	0.131	0.117	0.206	0.382	0.323	0.057	0.122	0.489
3010	PET117	-0.156	0.535	-0.266	-0.423	-0.174	-0.303	-0.457	0.337
3011	FCY21	0.484	0.616	0.362	0.285	-0.177	-0.276	-0.436	0.201
3012	GPP2	0.31	0.419	-0.585	-0.577	-0.496	0.013	0.705	1.49
3013	SCC4	0.208	0.141	-0.061	0.158	-0.147	-0.283	-0.482	-0.123
3014	PEA2	-0.433	-0.038	0.052	0.161	0.188	0.146	-0.218	0.549
3015	UBP3	-0.033	-0.805	0.136	0.419	0.021	0.651	0.019	0.071
3016	PET122	-0.115	-0.628	0	0	-0.485	-0.893	-2.059	-1.263
3017	BEM2	-0.263	0.305	-0.193	-0.431	-0.848	1.322	-0.322	0.28
3018	COG3	-0.297	-0.317	-0.138	0.034	0.036	0.412	-0.23	0.541
3019	ALR2	-0.585	-0.17	-1	-0.585	-0.874	-0.737	-0.637	0.826
3020	ZNF1	0.389	-0.29	-0.533	-1.034	-0.263	-0.556	-0.814	-0.301
3021	YFL054C	-0.098	-0.35	-0.614	0.189	0.041	0.472	0.263	0.447
3022	AAD6	null	-0.011	-0.251	-0.374	-0.237	-0.409	-0.318	0.38
3023	THI5	null	-0.054	-0.409	-0.889	-0.333	-0.255	-0.019	0.1
3024	SNO3	-0.113	-0.138	-0.911	-0.451	0	0.363	-0.172	0.263
3025	GET1	0.206	0.336	0.092	0.432	0.297	-0.073	-0.177	-0.119
3026	STT3	0.411	-0.344	0.163	0.398	0.356	0.408	-0.097	0.288
3027	YGL024W	-0.17	-0.356	-0.111	-0.131	0	-0.093	-0.374	-0.392
3028	TRP5	0.362	-0.21	0.279	0.389	0.187	0.473	0.133	0.271
3029	SCW11	0.201	-0.392	-0.321	-0.018	0.143	0.428	0.519	0.897
3030	RPL30	-0.162	0.585	0.258	0.566	0.391	-0.186	-0.574	-0.082
3031	CDC20	0.014	-0.149	-0.008	0.302	0.115	0.094	-0.201	0.216
3032	YGL118C	-0.7	0.138	-1.184	-1.04	-0.074	-0.621	-0.585	-0.176
3033	PRP43	-0.151	-0.328	0.264	0.482	0.226	0.245	-0.384	-0.044
3034	NAB2	0.075	-0.038	-0.042	0.447	-0.069	0.046	-0.266	-0.034
3035	MON1	-0.243	0.052	-0.284	-0.082	0.212	0.23	-0.224	0.335
3036	SCS3	0.485	0.541	0	0.322	-1.222	0	-0.415	-0.263
3037	VAM7	-0.469	-0.388	-0.443	-0.409	0.17	0.188	-0.206	0.133
3038	YGL214W	-0.181	-0.369	-0.061	0.29	0	-0.322	-0.206	-0.029
3039	KIP3	0.189	-0.222	0	0.25	0.141	0.402	-0.165	0.08
3040	YGL218W	-0.112	0.063	-0.278	0.057	0.044	0.15	-0.163	-0.192
3041	FRA2	-0.221	0.235	-0.218	0.028	0.056	0.004	0.198	0.732
3042	EDC1	0	-0.02	-0.752	-0.069	0	-0.04	-0.167	0.266
3043	YGR045C	-0.082	0.219	-0.678	-0.415	-0.072	-0.585	-0.729	0.121
3044	TFC4	-0.177	-0.498	0.064	0.255	-0.123	0.094	-0.429	-0.681
3045	SCM4	null	2.322	-1	null	null	null	null	null
3046	YGR051C	null	null	null	null	null	null	null	0.399
3047	YGR053C	-0.27	0.252	-0.464	-0.907	-0.492	-0.564	-0.821	-0.141
3048	MUP1	0.15	0.072	0.156	-0.051	-0.056	0.356	0.117	0.704
3049	VPS62	0.318	0	-0.191	0.213	0.072	0.337	0.356	0.563
3050	SKN1	0.713	-0.143	-0.114	0.048	-0.169	0.23	-0.187	0.211
3051	ENP2	-0.172	0.29	0.573	0.659	0.165	-0.026	-0.327	-0.025
3052	NAT2	0.547	0.832	0.36	0.235	-0.076	-0.405	-0.333	-0.229
3053	YGR149W	0.034	-0.172	-0.367	-0.193	0.029	0.254	0.552	0.801
3054	YGR151C	0.073	0.587	0.281	0.742	0.254	-0.371	-0.509	-0.177
3055	YGR237C	0.17	-0.177	0.181	-0.059	0.03	0.27	-0.107	-0.072
3056	PEX21	-0.073	-0.135	-0.303	0	0.091	-0.234	-0.012	0.433
3057	YAP1802	0.096	-0.191	0.169	0.25	0	0.39	0.124	0.353
3058	MPC3	1.144	0.426	0.17	-0.222	-1	-0.788	0	0.3
3059	SDA1	-0.119	-0.195	0.623	0.778	0.012	-0.105	-0.847	-0.601
3060	CPD1	0.511	0.447	-0.167	0.263	-0.051	0.122	-0.284	0.254
3061	YHL037C	-1.04	-0.245	-0.867	-0.907	0.093	-0.415	-0.941	-1.126
3062	EFM1	-0.324	0.036	0.189	0.096	0.306	0.245	-0.32	0.182
3063	YHL041W	-0.392	-0.762	-0.652	-0.617	-0.379	-0.585	-1.285	-0.231
3064	ECM34	-0.392	0.066	-0.085	-0.521	0	-0.17	-0.456	-0.592
3065	YHL045W	-0.585	-0.403	-0.585	-0.628	-0.965	-0.363	-0.814	-0.039
3066	ARN2	1.621	0.874	0.36	0.06	-1.051	-1.644	-1.208	-0.515
3067	LRP1	0.128	0.41	0.329	0.504	0.105	-0.858	-0.792	-0.3
3068	SAM35	-0.101	0.315	0.098	0.271	-0.008	-0.172	0.016	0.112
3069	IPI1	null	1	-0.848	2	-0.652	-0.263	-0.524	null
3070	RTC3	null	1.18	-1.18	-1.123	-0.972	-0.585	0.411	0.716
3071	GAR1	0.428	0.714	0.428	0.518	0.016	-0.824	-0.893	-0.844
3072	MSR1	0.347	-0.064	0.108	-0.07	-0.119	0.107	-0.059	0.334
3073	FMO1	0.639	0.346	-0.051	0.024	-0.057	-0.352	-0.216	-0.249
3074	STB5	-0.037	-0.163	-0.237	-0.045	0.254	0.468	-0.12	0.165
3075	YHR180W	0.021	0.619	-0.524	-0.923	0.16	-0.256	-0.059	0.397
3076	YHR182W	-0.12	-0.27	-0.059	0.029	-0.111	0.431	0.559	0.497
3077	SSP1	-1.399	-0.536	-0.498	-0.585	0	-0.541	-0.737	0
3078	KOG1	0.304	-1	0.089	-0.024	-0.341	1.129	-0.415	-0.06
3079	GPP1	0.576	0.795	0.422	0.294	0.327	-0.156	-0.402	0.187
3080	YIL055C	0.263	0.447	-0.939	-1.807	-0.737	-0.585	-0.152	1.766
3081	RGI2	-0.415	-0.165	-1.202	0.082	-0.295	-1	-0.503	-0.066
3082	YIL059C	-0.425	-0.819	-0.167	-0.075	-0.183	0.08	-0.408	0.229
3083	SNP1	0.144	-0.2	-0.139	0.322	0.012	-0.076	-0.221	-0.033
3084	YRB2	-0.434	-0.119	0.276	0.431	0.227	0.036	0.372	0.037
3085	MCM10	-0.38	-1.111	0.26	0.043	-0.082	0.609	-0.409	-0.26
3086	YIL152W	0	-0.012	-0.251	-0.435	-0.158	-0.182	0.05	0.473
3087	IMP2'	0.695	0.423	0.131	0.236	-0.22	-0.371	-0.487	-0.009
3088	UBP7	0.367	-0.373	0.238	0.381	-0.04	0.827	-0.249	-0.284
3089	AIM20	0.278	0.565	0.328	0.421	-0.013	-0.516	-0.6	0.059
3090	POT1	-0.07	-0.069	-0.307	-0.077	-0.243	-0.374	-0.302	0.397
3091	RRN7	-0.013	-0.404	0.281	0.219	-0.227	0.04	0	0.417
3092	YJL027C	null	-0.093	1	0.222	-2.585	-2.17	0.107	null
3093	VPS53	null	-0.534	0.019	0.409	0.248	0.434	-0.14	0.113
3094	BET4	null	0.22	0.27	0.095	-0.181	-0.363	-0.189	0.187
3095	HCA4	null	-0.593	0.333	0.322	-0.295	-0.67	-0.241	-1
3096	TAD2	0.116	0.639	0.099	-0.322	-0.36	-0.834	-0.625	0.195
3097	ALB1	0.149	0.614	0.601	0.595	0.217	-0.326	0.312	0.501
3098	LSM1	-0.034	0.546	0.401	0.511	0.052	-0.076	0.114	0.062
3099	NIT2	0.056	0.246	0.457	-0.14	0.079	-0.144	-0.224	-0.036
3100	PBS2	0.309	-0.101	0.29	0.315	0.191	0.515	-0.045	0.132
3101	URA2	-0.17	-0.759	0.453	0.613	-0.415	null	-0.163	0.449
3102	YJL132W	0.553	0.585	-0.547	-0.17	-0.637	0.379	0.372	0.268
3103	YJL218W	-0.692	0.113	-0.498	0.123	0.203	-0.053	-0.19	-0.063
3104	YJL220W	0	0	0	0	null	-0.585	1.222	-1.585
3105	VTH2	-0.155	-0.813	0.084	0.267	0	1.193	-0.798	-0.455
3106	YJL225C	0.426	-0.744	0.433	0.439	0.141	0.422	-0.111	-0.165
3107	MPP10	-0.113	-0.121	0.555	0.367	0.051	-0.074	-0.249	-0.257
3108	SAG1	0.357	-0.12	0.295	-0.156	-0.445	-0.127	-0.179	0.329
3109	GRR1	0.039	-0.483	0.149	-0.087	-0.218	0.756	0.316	-0.114
3110	BUD4	-0.1	-1.143	0.059	0.337	0.29	1.093	0.197	-0.248
3111	IME1	-1.356	-1.031	-0.556	-0.394	-0.067	0.209	0.446	0.485
3112	YJR096W	-0.053	-0.301	-0.245	-0.163	-0.022	-0.015	0.291	0.057
3113	YJR098C	-0.16	-0.045	0.158	-0.064	-0.308	-0.339	-0.37	0.092
3114	AIM25	-0.123	0.389	0.111	-0.082	-0.444	0.037	0.159	0.196
3115	YKL023W	0.053	-0.074	0.009	0.366	-0.194	-0.136	-0.301	0.136
3116	PAN3	null	-0.238	-0.023	0.32	-0.057	0.326	-0.245	0.034
3117	TCD2	null	-0.005	0.085	0.352	0.213	-0.126	-0.425	-0.056
3118	MAE1	null	-0.549	0.037	0.37	0.119	0.555	0.432	0.676
3119	YKL031W	null	-0.441	-0.624	-1.115	-0.337	-0.115	-0.451	-0.337
3120	TTI1	-0.186	-0.644	0.142	-0.31	0.363	0.553	-0.463	0.349
3121	YKL118W	-0.257	-0.267	-0.069	-0.041	0.044	-0.459	-0.888	0.015
3122	OAC1	-0.187	-0.102	0.138	0.201	0.386	0.232	-0.061	0.104
3123	SRP21	0.124	0.648	-0.084	0.517	0.044	-0.593	-0.559	-0.755
3124	SSH4	0.086	-0.084	-0.436	-0.229	0.009	0.026	-0.394	-0.139
3125	YPK1	0.475	-0.115	0.101	0.296	-0.016	0.077	0.06	0.42
3126	PMU1	0.162	0.323	0.501	0.243	0.297	-0.049	-0.225	0.289
3127	YRA2	0.368	0.558	0.466	0.114	0.243	-0.181	-0.563	-0.322
3128	URA1	-0.494	-0.411	0.073	0.464	0.678	0.642	-0.828	-0.461
3129	SRY1	0.395	0.033	-0.234	-0.63	-0.079	-0.015	0.268	0.361
3130	FRE2	0.317	0.053	-0.042	-0.453	-0.206	-0.322	-0.17	0.229
3131	YKL222C	-0.015	-0.349	0.129	-0.199	-0.076	0.443	0.398	0.45
3132	PAU16	0.007	-0.213	0.063	0.014	-0.077	-0.122	-0.404	0.067
3133	MRPL20	0.093	0.784	0.463	0.297	-0.469	0.186	-0.31	1.585
3134	OMA1	0.295	0.506	0.257	0.29	0.126	0.052	-0.063	-0.139
3135	TGL4	0.721	-0.044	0.206	-0.065	-0.336	0.476	0.113	0.033
3136	SRL3	0.479	0.816	-0.152	-1.057	-0.562	-0.468	-0.401	-0.551
3137	PTR2	0.528	0.261	0.219	0.049	-0.422	1.151	0.718	0.831
3138	MLP1	-0.447	0.152	-0.459	-0.585	-0.807	1	0.415	-0.415
3139	PAM18	-0.069	0.788	0.197	0.334	-0.018	-0.547	-0.014	0.276
3140	TEN1	null	0.788	-0.399	-0.1	0.515	-0.115	-0.177	1.807
3141	YLR012C	null	-0.363	-0.893	-0.547	-0.067	-0.585	-0.585	-0.632
3142	PPR1	null	0.737	-0.184	0.415	0.193	0.348	0.71	0.115
3143	PML1	null	0.208	-0.04	0	0.285	-0.078	0.193	1.305
3144	POM34	-0.076	0.132	-0.399	0.255	0.447	0.197	0.287	0.384
3145	LCL2	0.429	0.814	0.049	0.23	0.08	-0.066	0.09	0.177
3146	MDN1	0.485	-0.71	-0.459	0.067	0	-0.553	0.28	-0.358
3147	YLR108C	0.201	0.821	0.109	0.752	0.078	-0.35	0.045	-0.271
3148	CCW12	0.627	1.002	0.342	0.339	0.101	-0.03	0.332	0.383
3149	YLR112W	-1.279	-0.93	-1.484	-0.485	0.16	0.24	1.046	1.314
3150	AVL9	-0.337	-0.166	-0.155	0.222	-0.322	0.263	-0.148	0.12
3151	YKE2	0.015	0.087	0.382	0.032	0.27	-0.229	-0.122	-0.026
3152	YLR202C	0.184	-0.103	-0.044	-0.436	0.02	-0.191	-0.335	0.252
3153	QRI5	0.748	1.032	0.329	-0.202	0.088	-0.456	-0.413	0
3154	ENT2	0.415	-0.087	0	2	0.848	-0.415	-0.263	-0.029
3155	SEC13	0.481	0.915	0.487	0.434	0.041	-0.138	-0.022	-0.061
3156	CLB4	-0.305	0.066	0.097	-0.089	0.083	0.051	-0.206	-0.04
3157	YLR296W	-1.184	-0.273	-0.737	-0.474	-0.193	-0.415	-0.444	-0.599
3158	YHC1	-0.23	0.284	0.149	-0.17	0.113	-0.454	-0.07	-0.088
3159	EXG1	0.873	0.48	-0.049	-0.185	-0.182	-0.06	-0.227	0.305
3160	YLR302C	-0.093	0.043	-0.749	-0.594	-0.018	0.252	-0.404	-0.283
3161	ACO1	0.321	-0.436	0.175	0.422	0.051	0.595	0.036	0.408
3162	UBC12	-0.27	0.437	-0.126	-0.104	0.06	-0.112	-0.136	0.206
3163	ART10	null	0.013	-0.377	0.226	-0.257	0.1	-0.259	0.142
3164	CST9	null	-0.547	-0.263	0.263	-0.256	0.263	0.31	-0.812
3165	VPS33	null	-0.549	-0.095	-0.044	0.312	0.174	-0.171	-0.428
3166	SKI2	null	-0.833	-0.214	-0.143	0.054	0.17	-0.451	-0.139
3167	YLR400W	null	-0.55	0.024	0.428	0.218	-0.346	-0.313	-0.709
3168	YLR402W	0.139	-0.915	0	-0.117	-0.023	0.812	-0.251	0.363
3169	NSE5	0.319	0.233	0.403	0.353	0.271	0.313	0.657	1.049
3170	TSA1	0.311	0.713	0.356	0.619	0.492	0.255	0.452	0.657
3171	RCF1	0.436	0.554	-0.232	0.269	0.107	-0.394	0.293	0.15
3172	RAD52	0.123	0.218	-0.069	0.438	-0.03	-0.058	-0.277	-0.671
3173	SRC1	0.469	-0.178	0.202	0.268	-0.239	0.226	0.036	0.208
3174	YML037C	0.024	-0.244	0.052	0.305	-0.229	0.493	0.3	0.145
3175	CDC5	0.162	-0.252	0.358	0.274	-0.76	0.072	-0.288	0.122
3176	AIM34	0.013	0.811	0.286	0.134	-0.133	-0.183	-0.016	-0.064
3177	TAF4	-0.286	-0.208	0.279	0.153	0.203	-0.139	-0.038	0.385
3178	PLB1	0.906	-0.263	-0.341	-0.329	-0.155	0.657	1.038	0.852
3179	YMR010W	0.682	0.468	0.34	-0.015	0.006	-0.116	-0.318	-0.268
3180	CLU1	0	-1.722	0.07	0.807	-0.848	0.152	0.248	4.248
3181	YKU80	0.041	-0.568	-0.141	-0.147	-0.498	0.737	0.042	0.339
3182	ILV2	-0.004	-0.094	0.249	0.271	0.126	0.308	0.195	0.385
3183	HFD1	0.422	0.368	-0.175	-0.32	-0.224	0.158	-0.005	0.004
3184	MED11	-0.063	0.472	-0.184	-0.213	0.288	-0.032	-0.22	-0.383
3185	YMR114C	0.195	-0.044	-0.556	0.166	-0.263	-0.357	-0.196	0.117
3186	SHH3	-0.119	-0.589	-0.66	-0.284	-0.083	0.113	0.016	0.633
3187	CEF1	null	-0.585	0.101	0.37	0.054	-0.152	-0.233	0.312
3188	GAS3	null	0.168	0.299	0.464	0.187	0.313	0.174	0.459
3189	GUA1	null	-0.04	0.227	0.234	0.771	0.016	0.036	0.49
3190	ESC1	null	1.222	0.737	0.363	-0.415	-0.807	0.678	1.04
3191	YMR221C	null	0.311	0.511	0.196	0.501	-0.017	0.298	0.387
3192	UBP8	-0.014	0.089	0.345	0.225	0.196	0.067	0.09	0.566
3193	ADH6	0.333	0.148	-0.063	0.297	0.171	0.022	0.012	0.332
3194	YMR320W	0.471	-0.086	-0.308	-0.484	0.037	-0.33	-0.347	-0.134
3195	SNO4	-0.306	0.018	-0.854	-0.172	0.277	-0.23	-0.692	-0.306
3196	YMR325C	0.132	-0.231	-0.346	-0.162	0.083	-0.216	-0.319	-0.031
3197	DOM34	-0.194	0.359	0.204	0.359	0.167	-0.277	-0.682	-0.065
3198	PET8	0.448	0.47	0.251	0.197	0.007	-0.17	-0.208	0.253
3199	YNL089C	-0.026	0.757	0.202	0.54	0.263	-0.024	-0.11	0.3
3200	NST1	-0.085	-0.859	0.115	0.273	-0.121	-0.012	-0.199	-0.076
3201	YPT53	-0.36	-0.204	-0.68	-0.716	0.053	-0.285	-0.364	-0.187
3202	YNL095C	0.042	-0.366	-0.062	0.171	0.109	0.043	0.138	0.347
3203	PHO23	0.076	0.287	-0.14	-0.179	-0.034	-0.443	-0.45	-0.142
3204	OCA1	0.124	0.569	0.371	0.136	0.175	-0.236	-0.049	0.164
3205	MRPL19	0.528	1.017	0.124	0.275	-0.29	-0.16	-0.148	0.498
3206	SWT21	-0.877	-0.891	-0.652	-0.389	0.024	0.263	0.435	0.236
3207	SRP1	0.018	-0.219	0.114	0.535	0.047	0.222	0.258	0.337
3208	DUG3	-0.265	-0.124	-0.28	0.098	-0.068	0.024	0.389	0.064
3209	YNL193W	-0.314	-0.233	-0.431	-0.049	0.108	0.351	0.146	0.417
3210	YNL195C	-0.757	-1.163	-1.102	-0.848	-0.182	0	0.499	0.339
3211	HCH1	null	0.226	-0.405	0.045	-0.052	0.248	0.922	0.848
