^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS34
!dataset_title = Heat shock from 37°C to 25°C time course
!dataset_description = Heat shock from 37°C to 25°C. Samples collected at 15, 30, 45, 60 and 90 minutes. Included as part of a detailed characterization of global expression programs triggered by environmental stress.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 11102521
!dataset_platform = GPL56
!dataset_platform_organism = Saccharomyces cerevisiae
!dataset_platform_technology_type = spotted DNA/cDNA
!dataset_feature_count = 8448
!dataset_sample_organism = Saccharomyces cerevisiae
!dataset_sample_type = RNA
!dataset_channel_count = 2
!dataset_sample_count = 5
!dataset_value_type = log ratio
!dataset_reference_series = GSE18
!dataset_order = ordered
!dataset_update_date = Nov 03 2005
^SUBSET = GDS34_1
!subset_dataset_id = GDS34
!subset_description = 15 minute
!subset_sample_id = GSM1019
!subset_type = time
^SUBSET = GDS34_2
!subset_dataset_id = GDS34
!subset_description = 30 minute
!subset_sample_id = GSM1020
!subset_type = time
^SUBSET = GDS34_3
!subset_dataset_id = GDS34
!subset_description = 45 minute
!subset_sample_id = GSM1021
!subset_type = time
^SUBSET = GDS34_4
!subset_dataset_id = GDS34
!subset_description = 60 minute
!subset_sample_id = GSM1022
!subset_type = time
^SUBSET = GDS34_5
!subset_dataset_id = GDS34
!subset_description = 90 minute
!subset_sample_id = GSM1023
!subset_type = time
^DATASET = GDS34
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM1019 = Value for GSM1019: 25C -- 15 min; src: 37C; src: 25C - 15 min
#GSM1020 = Value for GSM1020: 25C -- 30 min; src: 37C; src: 25C - 30 min
#GSM1021 = Value for GSM1021: 25C -- 45 min; src: 37C; src: 25C - 45 min
#GSM1022 = Value for GSM1022: 25C -- 60 min; src: 37C; src: 25C - 60 min
#GSM1023 = Value for GSM1023: 25C -- 90 min; src: 37C; src: 25C - 90 min
!dataset_table_begin
ID_REF	IDENTIFIER	GSM1019	GSM1020	GSM1021	GSM1022	GSM1023
2651	MAL32	-1.266	-0.568	-0.272	-0.589	-0.303
2652	PAU24	-0.27	-0.578	-0.344	-0.444	-0.253
2653	YCR001W	-1.652	-1.52	-0.419	-0.524	-0.27
2654	MRPL32	-0.33	-0.438	-0.397	-0.039	0.052
2655	CIT2	-1.267	-1.088	-1.63	-0.75	0.309
2656	YCR007C	-0.622	-0.412	-0.77	-0.783	-0.684
2657	RVS161	-2.191	-0.84	-1.819	-1.756	-0.769
2658	ADP1	-1.055	-1.282	-1.064	-1.074	-0.352
2659	OCA4	-0.404	-0.344	-0.012	-0.095	-0.075
2660	YCR097W-A	-0.746	-0.299	0.13	-0.39	-0.265
2661	GIT1	-0.737	-0.719	-0.778	-1.277	-0.854
2662	YCR100C	-0.706	-0.671	0.645	-1.619	-0.938
2663	YCR102C	-0.515	-0.262	null	-0.176	0.224
2664	PAU3	-0.481	-0.359	-0.89	-0.694	-0.273
2665	YDL062W	0.699	0.364	1.087	-2.032	-0.188
2666	UBC9	0.081	0.477	0.091	0.551	0.415
2667	IDP1	0.161	0.37	0.195	0.161	0.623
2668	YDL068W	0.116	0.102	0.06	-0.301	0.105
2669	BDF2	0.453	0.681	0.36	0.803	0.674
2670	YET3	-0.41	-0.78	-0.935	-0.279	0.06
2671	YDL158C	-0.261	0.072	0.003	0.481	0.132
2672	DHH1	0.79	0.356	0.468	-1.043	0.201
2673	YDL162C	-0.611	-0.587	-0.668	-1.099	-0.791
2674	CDC9	-0.432	-0.452	-0.29	0.387	0.406
2675	FAP7	0.666	0.75	-0.061	0.742	0.074
2676	SFA1	-0.155	0.191	-0.274	0.641	0.032
2677	SOK1	-0.737	-0.612	-1.222	-1.322	-0.63
2678	YDR008C	0.243	0.675	-0.259	0.782	0.018
2679	YDR010C	-0.758	-0.492	-0.344	-0.985	-0.386
2680	RPL4B	0.603	0.671	0.307	1.681	1.303
2681	RAD61	-0.502	null	-0.457	-0.722	-0.39
2682	DAD1	-0.728	-0.447	-0.617	0.027	0.148
2683	YDR102C	-0.29	-0.183	-0.356	-1.251	-0.691
2684	SPO71	-0.153	-0.15	-0.065	-0.576	-0.281
2685	ARP10	-1.024	-0.678	-0.906	-1.123	-0.869
2686	TRS85	0.011	-0.07	-0.603	-0.593	-0.299
2687	FOB1	-0.429	-0.504	-0.532	-0.654	-0.358
2688	YDR112W	-0.052	-0.142	0.051	-0.114	0.881
2689	RKM2	0.214	0.481	0.471	0.083	-0.019
2690	VPS64	-0.45	-0.158	-0.494	-0.179	-0.457
2691	RAV2	-0.654	-0.601	-0.758	-0.712	-0.664
2692	COQ4	-0.743	-0.614	-1.154	-1.565	-1.075
2693	EBS1	0.376	0.34	0.619	null	0.469
2694	MSS4	0.339	0.136	0.171	-0.825	0.028
2695	DPL1	-0.381	-0.649	-0.635	-1.254	-0.185
2696	MHR1	-0.468	-0.363	-0.343	-0.472	-0.092
2697	ATP5	0.18	0.097	-0.194	0.607	1.003
2698	PRO1	0.452	0.703	0.29	0.789	0.355
2699	GPI11	-0.3	-0.264	-0.417	-0.037	0.416
2700	CPR5	-0.401	-0.17	-0.851	0.299	0.053
2701	UBA2	0.18	0.233	0.562	-0.264	-0.015
2702	SPT3	-0.607	-0.537	-0.415	-0.3	-0.413
2703	RPT3	0.175	0.066	0.092	0.074	-0.223
2704	YDR396W	0.071	0.404	0.277	0.805	0.276
2705	UTP5	1.141	null	0.684	-0.067	0.279
2706	URH1	-0.288	-0.428	-0.377	-0.283	0.202
2707	VPS60	0.562	0.302	-0.139	0.342	-0.156
2708	PAC11	-0.7	0.352	-0.972	-0.713	-0.073
2709	PKH1	0.221	0.125	0.037	0.115	-0.151
2710	IZH1	1.567	1.361	0.93	-0.509	-0.481
2711	RSM28	-0.272	-0.476	-0.59	-0.44	-0.204
2712	PUF6	1.409	1.374	1.216	0.599	0.596
2713	RBG1	0.388	null	null	0.726	0.368
2714	CDC19	-0.07	null	null	null	1.057
2715	CLN3	0.396	null	null	null	0.689
2716	ERV46	-0.115	null	0.266	null	0.803
2717	GCV3	-0.214	null	-1.065	-0.868	-1.095
2718	AIM1	0.25	null	0.162	-0.297	0.202
2719	RPL19B	0.639	1.029	0.311	1.721	1.102
2720	YBL029W	-0.654	-0.481	-0.466	-0.441	-0.235
2721	SHE1	-0.959	-0.725	-0.316	-0.467	0.102
2722	RIB1	-1.185	-1.12	-0.85	-1.019	-0.495
2723	POL12	-0.884	0.068	0.651	1.043	0.623
2724	APL3	0.018	-0.881	-0.125	-0.351	0.186
2725	FLR1	-0.16	-0.163	-0.125	0.016	-0.163
2726	HHT1	0.186	0.195	-0.509	0.782	1.152
2727	YBR012C	0.033	-0.038	-0.247	-0.533	-1.066
2728	YBR012W-B	null	null	null	0.785	-0.103
2729	GRX7	-0.691	-0.734	-0.835	-0.283	-0.029
2730	YBR016W	1.166	0.09	1.448	0.516	0.466
2731	MMS4	-0.789	-0.414	null	-0.207	-0.535
2732	EXO84	-0.192	-0.216	-0.706	-0.67	-0.656
2733	YMC2	0.738	0.847	null	0.042	0.236
2734	PHO88	0.47	0.883	null	1.212	0.762
2735	AIM3	-0.64	-0.315	null	-0.79	-0.191
2736	ALG1	-0.145	-0.549	null	-0.213	0.31
2737	ANP1	0.325	0.232	-0.317	-0.388	0.531
2738	UTR4	0.08	-0.201	-0.055	-1.233	0.472
2739	UTR2	0.958	1.505	1.46	1.969	1.525
2740	GDA1	0.916	0.903	0.414	0.861	1.029
2741	IES6	-0.861	-0.021	0.403	-0.202	0.132
2742	GLY1	1.169	1.515	-0.265	0.931	0.963
2743	PIC2	-1.139	-1.437	-1.54	-1.451	-0.526
2744	HIS1	1.689	2.005	1.214	1.394	0.971
2745	FCY2	0.738	0.459	-0.224	-0.381	0.279
2746	PET117	-0.891	-0.961	-1.243	-0.882	-0.734
2747	FCY21	0.677	0.478	-0.025	null	null
2748	GPP2	0.582	0.689	-0.693	0.165	-0.202
2749	SCC4	-0.022	-0.923	0.519	-0.533	-0.088
2750	PEA2	-0.448	-0.438	-0.546	-0.465	-0.406
2751	UBP3	-0.047	0.344	-0.19	-0.17	-0.299
2752	PET122	-2.081	-1.188	0.566	-1.282	0.177
2753	BEM2	-1.165	-1.049	0.216	-1.501	-0.343
2754	COG3	-0.421	-0.652	-0.233	-1.103	-0.436
2755	ALR2	null	-5.555	0.502	-2.021	0.3
2756	ZNF1	-0.241	-0.648	-0.532	-1.453	-0.718
2757	YFL054C	-1.783	-1.178	-1.08	-1.096	-0.476
2758	AAD6	-0.264	-0.244	-0.198	-0.398	-0.076
2759	THI5	-0.268	-0.446	null	-0.496	-0.469
2760	SNO3	-0.92	-0.779	null	-0.741	-0.583
2761	GET1	-0.22	0.058	-0.061	0.543	0.531
2762	STT3	0.036	0.499	0.109	0.897	0.536
2763	YGL024W	-0.708	-0.433	-0.847	-1.337	-0.518
2764	TRP5	0.765	0.682	0.305	0.583	0.327
2765	SCW11	-0.065	-1.2	-1.033	-1.748	-0.835
2766	RPL30	0.591	0.775	0.938	1.337	1.572
2767	CDC20	-0.115	-0.05	0.259	0.296	-0.266
2768	YGL118C	-0.825	-0.359	-0.559	-1.337	-1.17
2769	PRP43	1.093	1.31	0.824	0.805	0.261
2770	NAB2	0.676	0.691	0.221	0.294	0.458
2771	MON1	0.004	-0.027	-0.252	-0.433	-0.318
2772	SCS3	null	null	null	null	0.716
2773	VAM7	-0.399	-0.406	-0.21	null	-0.665
2774	YGL214W	0.244	0.589	0.662	0.496	null
2775	KIP3	0.598	0.391	0.27	-0.646	0.307
2776	YGL218W	0.067	-0.043	-0.453	-0.813	-0.412
2777	FRA2	0.041	0.171	-0.379	0.59	0.079
2778	EDC1	0.163	-0.433	0.003	-0.408	-0.119
2779	YGR045C	null	-1.142	-1.218	-1.19	-1.219
2780	TFC4	null	0.482	null	null	0.056
2781	SCM4	-0.669	-0.384	-0.386	-0.201	-0.656
2782	YGR051C	-0.254	-0.596	-0.331	-0.138	-0.304
2783	YGR053C	-1.789	-1.758	-0.975	-1.324	-0.82
2784	MUP1	-0.279	-0.498	null	0.343	0.619
2785	VPS62	-0.826	-0.989	null	-1.136	-0.787
2786	SKN1	0.275	0.378	-0.674	-0.697	-0.155
2787	ENP2	1.837	1.634	1.071	1.006	null
2788	NAT2	0.317	0.018	null	-0.56	0.069
2789	YGR149W	-0.854	-1.165	-1.262	-1.353	-0.881
2790	YGR151C	-0.174	-0.162	0.339	0.654	0.729
2791	YGR237C	-0.284	-0.403	null	-0.707	-0.496
2792	PEX21	-0.021	-0.118	-0.221	0.069	-0.391
2793	YAP1802	0.234	-0.304	-0.072	-0.833	0.299
2794	MPC3	0.5	0.114	-0.437	-0.473	0.091
2795	SDA1	2.169	1.735	1.911	1.094	0.903
2796	CPD1	-0.783	-0.909	null	null	0.011
2797	YHL037C	-0.576	-0.806	-0.668	null	-0.585
2798	EFM1	0.65	0.555	0.951	-0.163	0.282
2799	YHL041W	-1.676	-0.956	-0.752	null	-0.453
2800	ECM34	-0.937	-0.629	-0.701	null	-0.689
2801	YHL045W	null	null	0.263	-2.345	0
2802	ARN2	0.809	0.671	0.453	0.406	0.475
2803	LRP1	null	0.684	0.893	1.103	0.424
2804	SAM35	-0.237	-0.085	-0.406	0.627	-0.008
2805	IPI1	0.182	0.402	0.23	0.517	0.461
2806	RTC3	-1.421	-1.017	-1.421	-1.896	-1.985
2807	GAR1	1.827	1.837	2.177	1.219	1.845
2808	MSR1	-0.068	-0.401	-0.476	-0.59	-0.831
2809	FMO1	-0.594	-0.552	null	-0.529	-0.367
2810	STB5	-0.958	-0.697	-0.896	-0.379	-0.492
2811	YHR180W	-0.212	-0.32	-0.328	-0.458	-0.613
2812	YHR182W	-0.047	0.067	-0.224	-0.649	-0.446
2813	SSP1	-0.291	-0.269	null	-0.642	-0.675
2814	KOG1	0.73	0.634	0.21	0.359	0.55
2815	GPP1	0.958	0.959	0.082	1.055	1.145
2816	YIL055C	-1.485	0.069	null	-0.618	1.16
2817	RGI2	-0.737	-0.61	-1.189	-1.074	-1.091
2818	YIL059C	-0.415	-0.208	-0.728	-0.954	-0.323
2819	SNP1	-0.844	-0.383	-0.456	-1.027	-0.278
2820	YRB2	-0.674	-0.365	-0.388	0.186	-0.094
2821	MCM10	-0.086	-0.479	0.432	-0.993	-0.255
2822	YIL152W	-0.43	-0.306	null	0.055	-0.235
2823	IMP2'	-0.1	-0.838	-0.285	null	-0.247
2824	UBP7	-0.276	-0.492	null	null	-0.081
2825	AIM20	-0.012	0.165	-0.114	0.316	0.391
2826	POT1	-0.963	-0.604	-0.976	-0.428	-0.39
2827	RRN7	-0.372	0.25	-0.041	0.056	-0.169
2828	YJL027C	null	-1.078	-0.615	-1.307	-1.354
2829	VPS53	-0.252	-0.221	-0.154	-0.168	-0.148
2830	BET4	-1.065	-0.894	-0.636	-0.536	-0.438
2831	HCA4	1.82	1.353	1.371	0.579	0.428
2832	TAD2	-0.372	-0.529	-0.546	-0.331	0.474
2833	ALB1	1.52	1.682	1.419	1.417	0.932
2834	LSM1	0.126	0.236	0.024	0.342	0.449
2835	NIT2	0.078	-0.203	-0.353	-0.508	-0.315
2836	PBS2	-0.17	0.026	-0.493	-0.031	-0.125
2837	URA2	1.095	0.625	null	0.02	0.502
2838	YJL132W	-0.74	-0.72	-0.5	-1.126	-0.326
2839	YJL218W	-1.425	-1.553	-0.887	-0.238	0.149
2840	YJL220W	0.29	-0.308	null	-2.176	null
2841	VTH2	0.443	0.109	0.333	-1.097	-0.255
2842	YJL225C	-0.046	-0.024	0.037	-0.402	0.376
2843	MPP10	1.228	1.173	0.97	0.563	0.54
2844	SAG1	-0.2	-0.305	-0.329	-0.712	-0.326
2845	GRR1	0.279	0.215	0.241	-0.675	-0.234
2846	BUD4	-0.103	-0.051	0.067	-0.656	-0.138
2847	IME1	-0.611	-0.526	-0.299	-0.512	-0.541
2848	YJR096W	-0.84	-1.192	-1.493	-1.357	-1.285
2849	YJR098C	-0.2	-0.332	-0.029	null	-0.083
2850	AIM25	-0.54	-0.456	-0.534	-0.451	-0.687
2851	YKL023W	-0.494	-0.313	-0.282	-0.286	-0.471
2852	PAN3	0.147	-0.47	-0.306	-0.519	-0.37
2853	TCD2	0.098	0.37	0.065	0.936	-0.126
2854	MAE1	-0.648	-0.378	0.415	-0.198	0.103
2855	YKL031W	-1.051	-0.862	-0.905	-0.848	-0.839
2856	TTI1	0.076	-0.082	0.45	-0.547	-0.343
2857	YKL118W	-0.704	-0.361	-0.395	-0.695	-0.396
2858	OAC1	0.135	0.391	0.102	0.051	0.087
2859	SRP21	0.242	0.292	0.331	0.664	0.689
2860	SSH4	0.433	-0.201	-0.283	-0.384	-0.41
2861	YPK1	-0.248	-0.709	-0.496	-0.479	0.14
2862	PMU1	-0.453	-0.576	-0.905	-0.481	-0.022
2863	YRA2	-0.279	-0.63	-0.199	-0.14	0.411
2864	URA1	1.736	2.203	2.299	2.541	1.256
2865	SRY1	0.156	-0.129	-0.392	-0.47	-0.931
2866	FRE2	0.005	-0.569	-0.017	-1.145	-0.554
2867	YKL222C	-0.003	-0.099	0.29	-0.529	-0.116
2868	PAU16	-0.291	-0.254	-0.13	-0.576	-0.06
2869	MRPL20	0.02	0.248	-0.222	0.916	0.253
2870	OMA1	-0.023	0.118	0.197	0.266	0.339
2871	TGL4	0.31	-0.252	-0.177	-0.284	-0.049
2872	SRL3	-1.286	null	-1.338	-1.168	-1.005
2873	PTR2	-0.531	-1.106	-0.418	null	0.599
2874	MLP1	-3.209	0.778	-0.887	null	0.951
2875	PAM18	0.742	0.78	0.477	0.485	0.591
2876	TEN1	-0.175	-0.939	-0.255	-0.25	-0.3
2877	YLR012C	-2.034	-0.464	-1.177	-1.259	-0.984
2878	PPR1	0.669	-0.077	null	-0.484	-0.339
2879	PML1	0.459	null	0.455	0.452	-0.19
2880	POM34	-0.296	null	-0.081	0.552	-0.165
2881	LCL2	-0.181	-0.104	-0.266	0.367	0.183
2882	MDN1	-0.061	0.817	1.642	null	0.291
2883	YLR108C	0.954	0.865	0.939	0.911	1.087
2884	CCW12	0.868	0.373	0.373	0.868	1.291
2885	YLR112W	-0.108	-0.267	null	-0.125	-0.651
2886	AVL9	-0.203	-0.282	-0.933	-1	-0.196
2887	YKE2	-0.185	0.108	-0.183	0.162	-0.12
2888	YLR202C	-0.194	-0.213	-0.324	0.231	0.051
2889	QRI5	0.282	-0.094	0.014	0.185	0.199
2890	ENT2	-0.122	0.3	0.339	-0.197	-0.096
2891	SEC13	0.39	0.527	0.234	0.764	0.626
2892	CLB4	-0.88	-0.608	-0.381	-0.517	-0.161
2893	YLR296W	-1.622	-1.291	-0.741	-0.896	-0.443
2894	YHC1	-0.309	-0.267	-0.283	-0.155	-0.457
2895	EXG1	-0.418	-0.951	-0.755	-0.648	-0.021
2896	YLR302C	-0.248	-0.941	-0.624	-0.764	-0.521
2897	ACO1	-1.588	-2.535	-2.448	-2.308	-0.67
2898	UBC12	-0.471	-0.705	-0.289	null	-0.445
2899	ART10	-0.363	-0.836	-0.302	-0.582	-0.545
2900	CST9	0.035	0.308	0.02	-0.218	-0.371
2901	VPS33	-0.037	-0.212	-0.061	-0.504	-0.175
2902	SKI2	0.203	0.303	null	-0.591	0.327
2903	YLR400W	0.178	-0.125	null	0.723	0.051
2904	YLR402W	0.298	-1.617	null	-1.345	-0.454
2905	NSE5	0.593	0.293	0.09	-0.293	0.066
2906	TSA1	0.156	0.201	-0.615	0.79	0.501
2907	RCF1	-0.341	-0.815	null	null	0.135
2908	RAD52	-0.553	null	null	0.427	0.027
2909	SRC1	-0.041	0.272	null	-0.209	0.02
2910	YML037C	0.522	0.005	-0.297	-1.005	-0.228
2911	CDC5	0.142	0.165	0.341	-0.02	0.291
2912	AIM34	-0.624	-0.414	-0.512	0.16	0.464
2913	TAF4	0.235	0.213	0.112	0.172	-0.365
2914	PLB1	0.23	-0.275	-0.064	-0.662	-0.928
2915	YMR010W	0.776	0.419	0.624	0.219	0.179
2916	CLU1	0.466	0.37	1.159	0.459	null
2917	YKU80	-0.69	-0.653	-0.666	-1.176	null
2918	ILV2	0.629	0.975	0.215	0.637	0.213
2919	HFD1	-1.008	-1.397	-1.054	-1.235	-0.597
2920	MED11	-0.372	-0.3	-0.462	0.129	-0.381
2921	YMR114C	-0.814	-0.746	-0.315	-1.322	-0.924
2922	SHH3	-0.455	-0.949	-0.652	null	-0.622
2923	CEF1	0.534	0.299	0.051	-0.384	-0.457
2924	GAS3	-0.935	-0.974	-0.593	-0.484	0.631
2925	GUA1	1.085	1.111	1.18	0.916	1.078
2926	ESC1	0.563	0.274	0.331	0.366	0.869
2927	YMR221C	0.277	0.443	0.076	0.351	0.312
2928	UBP8	0.638	0.56	0.433	-0.569	-0.084
2929	ADH6	1.23	1.434	0.443	1.205	0.619
2930	YMR320W	0.53	0.308	0.403	-0.186	-0.116
2931	SNO4	-0.327	-0.282	null	-0.761	-0.595
2932	YMR325C	-0.164	-0.358	null	-0.028	-0.205
2933	DOM34	0.518	0.545	0.511	0.445	0.392
2934	PET8	-0.311	-0.822	-0.515	-0.536	0.017
2935	YNL089C	0.049	0.005	-0.407	0.43	0.252
2936	NST1	0.35	0.158	0.049	-0.375	-0.128
2937	YPT53	-0.924	-0.681	-0.907	-1.103	-1.02
2938	YNL095C	0.599	0.184	-0.028	-0.17	-0.022
2939	PHO23	-0.234	-0.777	-0.29	-0.773	-0.183
2940	OCA1	-0.395	-0.099	-0.199	0.363	0.112
2941	MRPL19	0.046	-0.958	-0.485	-0.302	0.014
2942	SWT21	-0.291	-0.691	-0.606	-0.775	null
2943	SRP1	0.357	0.133	0.254	0.034	0.478
2944	DUG3	-0.401	-0.299	null	-0.392	-0.578
2945	YNL193W	-1.308	-1.086	-1.074	-0.748	-0.807
2946	YNL195C	-0.716	-0.58	-0.463	-0.253	-0.741
2947	HCH1	-1.145	-1.299	-1.667	-1.104	-1.345
2948	WSC2	0.162	-0.371	-0.107	-0.119	1.022
2949	YNL285W	-0.702	-1.031	-0.669	-0.835	-0.777
2950	SEC21	0.578	-0.021	0.414	-0.602	0.056
2951	PCL1	null	-0.287	-0.562	-0.773	-0.195
2952	MID1	0.091	-0.114	0.123	-0.041	0.235
2953	DBP6	0.778	1.047	0.33	0.631	0.157
2954	YNR040W	0.652	-1.059	-1.939	-0.646	null
2955	YNR042W	-0.41	null	-0.101	-0.948	0.209
2956	AGA1	0.202	0.087	0.819	-0.205	0.057
2957	TRM112	0.649	0.645	0.21	0.879	0.363
2958	YNR048W	-0.438	-0.289	-0.887	-0.407	0.016
2959	GPM3	-0.392	-0.074	0.563	-0.227	0.22
2960	ARG1	0.801	1.07	0.515	0.348	0.181
2961	MAM3	-0.262	-0.396	-0.539	0.016	0.017
2962	APM4	0.585	0.19	-0.022	-0.216	0.323
2963	MET22	1.216	1.194	0	0.438	0.615
2964	RIB2	-0.283	-0.345	0.03	null	-0.484
2965	FRE7	-1.086	-0.825	-1.215	null	-0.883
2966	ZPS1	0.048	-0.098	-0.249	null	-0.545
2967	HXT11	-0.028	-0.465	-0.202	null	-0.451
2968	ENB1	-0.559	-0.553	null	null	0.073
2969	YOL160W	-0.97	-0.703	-1.124	-0.721	-0.621
2970	YOL162W	-0.683	-0.753	-1.364	-1.241	-0.746
2971	YOR082C	-0.489	-0.71	-0.822	-0.869	-0.723
2972	LPX1	-0.922	-0.523	-0.798	null	-0.053
2973	TCB1	0.354	-0.322	-0.166	-1.196	0.172
2974	YVC1	-0.769	-0.933	-0.734	-0.989	-0.143
2975	PTC5	-0.499	-0.524	-0.666	-0.838	-0.465
2976	ECM3	0.834	0.566	0.294	0.325	0.149
2977	GAC1	-0.342	-0.383	-0.098	-0.364	-0.191
2978	DCI1	-0.295	-0.304	-0.165	-0.488	0.033
2979	RPS30B	0.263	0.919	0.621	1.262	0.999
2980	SER1	0.306	0.121	-0.406	-0.039	0.34
2981	YOR186W	0.448	-0.039	-0.397	-1.17	-0.787
2982	MSB1	1.037	0.539	0.66	-0.736	0.281
2983	MOD5	0.306	0.364	-0.037	-0.294	-0.175
2984	CAF20	0.546	1.106	1.049	0.973	1.026
2985	HEM4	0.199	0.564	0.01	0.148	-0.049
2986	FSH3	-0.291	0.145	-0.15	-0.078	-0.005
2987	YOR282W	0.188	0.074	-0.061	-0.438	-0.044
2988	HUA2	-1.092	-0.663	-0.522	-0.267	-0.32
2989	MRS6	0.417	0.156	0	null	0.322
2990	NDD1	0.097	-0.462	0.207	null	0.103
2991	ALD4	0.44	-0.711	-1.748	-1.74	-0.865
2992	YOR376W	-1.585	null	0.578	null	-0.61
2993	AMF1	-3.878	null	null	-1.836	-0.662
2994	RDR1	null	null	null	-1.215	-0.155
2995	UBP16	-0.52	-0.448	-0.51	-0.719	-0.33
2996	YTA6	-3.644	null	1.143	null	-0.222
2997	GPI2	-0.684	-0.668	-0.902	-1.011	-0.242
2998	ATP4	-0.148	-0.177	-0.158	0.096	0.494
2999	YPL080C	0.006	0.554	-0.585	0.725	0.61
3000	MOT1	-1.807	-0.339	-0.219	null	0.363
3001	MRX4	-0.34	-0.428	-0.304	-0.635	-0.3
3002	DAP1	-0.167	-1.017	0.686	-0.874	-0.583
3003	COX10	0.556	-0.069	-1.215	-0.422	0.388
3004	NIP100	0.117	-1.259	0.164	-1.064	-0.291
3005	TRE1	-0.233	0.046	0.19	-0.542	-0.075
3006	CBC2	0.273	0.741	0.273	0.836	0.443
3007	YPL264C	-0.525	-0.577	-0.42	-0.967	-0.5
3008	DIM1	0.601	1.183	0.675	0.963	0.398
3009	PLC1	0.203	-0.186	0.074	-0.576	-0.174
3010	MDL2	-0.197	-0.359	-0.561	-0.5	-0.084
3011	PBI1	-0.263	-0.837	-0.111	null	0.021
3012	SAM3	-0.56	-0.922	-0.524	0.114	1.047
3013	YPR077C	-0.771	-0.282	-0.899	null	-0.345
3014	MRL1	-0.831	-0.034	-0.935	null	-0.632
3015	GRS2	-0.577	-0.461	-0.789	-0.776	-0.29
3016	MDM36	-0.155	0.019	-0.189	-0.682	-0.092
3017	ASA1	0.061	0.34	-0.316	-0.297	-0.48
3018	YPR087W	-1.174	0.526	-0.262	0.453	0.037
3019	VPS4	-0.937	0.018	-0.349	0.172	-0.558
3020	DPB2	null	null	null	-0.858	null
3021	YPR177C	-0.702	-0.464	-0.293	-1.381	-0.682
3022	HDA3	-0.428	-0.099	-0.281	-0.605	-0.587
3023	SEC23	-0.013	-0.025	-0.243	0.012	0.517
3024	DPM1	0.534	-0.138	0.008	0.395	0.53
3025	NORF 26	-0.255	-0.426	-0.792	-0.733	-0.591
3026	NORF 30	-0.025	-0.72	-0.841	-0.541	-0.127
3027	NORF 34	0.597	0.801	0.881	1.262	1.183
3028	NORF 38	-0.177	0.11	0.029	0.749	0.823
3029	NORF 42	-0.829	-0.9	-0.389	-0.326	-0.502
3030	NORF 46	-1.483	-1.728	-1.082	-0.337	0.007
3031	YCL070/73C	-0.09	-0.342	-0.358	-0.08	-0.116
3032	RVS161	-0.482	-0.376	-0.191	-0.504	-0.257
3033	RHB1	0.279	0.102	-0.064	-0.154	-0.216
3034	SYP1	0.145	0.469	0.35	0.912	0.706
3035	SNT1	0.331	-0.143	0.212	-0.217	-0.025
3036	CTR86	0.314	0.275	0.07	0.008	-0.105
3037	UBR1	0.536	0.138	0.023	-0.705	-0.062
3038	ENO1	-0.352	-0.314	-0.933	0.296	0.38
3039	ERV29	-0.778	-1.02	-1.157	-0.92	-0.663
3040	YRF1-3	0.035	-0.684	-0.023	-0.808	null
3041	STP2	0.038	-0.006	-0.02	0.239	-0.668
3042	SOD2	-0.01	-0.662	0.055	-0.023	0.246
3043	AIM33	-0.659	-1.055	-0.837	-0.742	-0.393
3044	CLU1	0.664	0.387	1.177	0.119	0.811
3045	NUP116	0.082	0.26	0.073	0.092	0.013
3046	YMR102C	-1.003	0.011	0.129	0.074	-0.019
3047	ECM16	1.087	0.934	0.89	0.763	0.308
3048	PAH1	-0.058	-0.649	-0.567	-0.758	-0.652
3049	MED1	0.03	-0.104	null	-0.769	-0.289
3050	MDM36	-0.251	-0.466	null	-0.687	-0.372
3051	YPR117W	3.883	0.166	null	-0.667	0.773
3052	GPH1	-1.445	-2.411	-3.036	-2.537	-2.207
3053	NUT2	0.202	-0.098	0.312	-0.739	-0.437
3054	YPR195C	-1.388	-1.033	0	-0.775	-0.07
3055	RPL34A	0.297	0.743	0.672	1.503	1.053
3056	MRPL33	0.171	0.064	0.034	0.191	0.346
3057	YDR241W	0.351	-0.415	-0.232	-0.896	-0.142
3058	PRP28	0.222	-0.446	0.33	-1.27	-0.474
3059	MNN10	0.168	0.221	0.355	-0.114	0.631
3060	TRS23	-0.34	-0.45	-0.255	-0.28	-0.411
3061	SEC14	0.478	0.511	0.667	0.052	0.815
3062	ADE17	1.806	-0.557	-0.89	-1.011	-0.689
3063	PAI3	-0.161	-1.333	-0.4	-1.426	-1.241
3064	MRPL44	-0.197	-0.091	-0.436	-0.237	-0.101
3065	COX7	-0.718	-0.689	-0.631	0.388	0.159
3066	MRPL33	-0.138	0.078	-0.281	0.439	0.39
3067	ESP1	0.609	null	-0.051	-0.498	0.324
3068	YOR1	null	null	0.363	-1.247	null
3069	RIM101	null	null	-0.341	-0.259	-0.038
3070	VMR1	null	null	-0.31	-1.878	-0.158
3071	MIP6	null	null	-0.478	-0.793	-1.018
3072	RPN1	null	0.458	0.234	0.101	0.12
3073	YML102C-A	-1.585	null	null	null	null
